image_size,concurrency,max_new_tokens,avg_latency_s,req_per_s,output_tokens_per_s,avg_output_tokens,max_mem_mib
224,1,64,0.7861037123948336,1.272096778367246,77.59790348040201,61.0,0.0
224,2,64,0.7807329184142873,2.5616954951279793,137.0507089893469,107.0,0.0
224,4,64,0.7825832680333406,5.1112771808323245,261.9529555176566,205.0,0.0
224,8,64,0.7932922809850425,10.084555455482668,508.26159495632646,403.2,0.0
448,1,64,0.748582101217471,1.335858816786603,77.47981137362298,58.0,0.0
448,2,64,0.7671112725744024,2.607183692253746,130.3591846126873,100.0,0.0
448,4,64,0.8630666035925969,4.634636519765241,231.73182598826205,200.0,0.0
448,8,64,0.9163156721973792,8.730615706719854,480.18386386959196,440.0,0.0
