dtype,attn_implementation,batch_size,prompt_len,decode_len,cached_decode_ms,nocache_decode_ms,cached_tpot_ms,nocache_tpot_ms,cached_tokens_per_s,nocache_tokens_per_s,speedup,max_memory_mib
bf16,sdpa,1,128,16,199.61013062857091,175.701416679658,12.475633164285682,10.981338542478625,80.15625233857676,91.06357992076688,0.8802229432262554,1113.93310546875
bf16,sdpa,1,128,32,402.02876599505544,345.75003827922046,12.563398937345482,10.80468869622564,79.59629436166657,92.55241202361769,0.8600131819509473,1122.2255859375
bf16,sdpa,1,128,64,814.9035333190113,688.7434946838766,12.732867708109552,10.761617104435572,78.53690330600867,92.922837738562,0.8451840819473455,1142.57763671875
bf16,sdpa,1,512,16,190.9469716871778,180.15551667970917,11.934185730448613,11.259719792481823,83.79289736111802,88.81215682362766,0.9434845448863786,1565.50537109375
bf16,sdpa,1,512,32,379.59553763115156,354.9254326305042,11.862360550973486,11.091419769703256,84.30025336887394,90.15978303621218,0.935009496806522,1576.56591796875
bf16,sdpa,1,512,64,753.5080880237123,717.9557060201963,11.773563875370504,11.218057906565567,84.93604915092294,89.1419894895294,0.9528175177299528,1593.97021484375
bf16,sdpa,2,128,16,193.08951295291385,168.1382719737788,12.068094559557116,10.508641998361176,165.72624535959864,190.3195484546814,0.8707788911082935,1270.9736328125
bf16,sdpa,2,128,32,397.63429132290184,342.33692137058824,12.426071603840683,10.698028792830883,160.9519133449895,186.9503287690036,0.8609341016129594,1290.375
bf16,sdpa,2,128,64,790.1040066887314,705.8029749896377,12.345375104511428,11.02817148421309,162.0039879767712,181.3537269404103,0.8933038802671143,1327.904296875
bf16,sdpa,2,512,16,209.39317966500917,271.969629994904,13.087073729063073,16.9981018746815,152.82255158068736,117.66019610571811,1.298846650258646,2181.11572265625
bf16,sdpa,2,512,32,413.557476674517,548.1387543647239,12.923671146078656,17.129336073897623,154.75478889811018,116.75875768750204,1.325423394040405,2199.5361328125
bf16,sdpa,2,512,64,789.8976290210461,1099.3367636498685,12.342150453453845,17.177136932029196,162.0463149872166,116.43383923142149,1.3917458709330772,2238.22607421875
bf16,sdpa,4,128,16,191.84561869284758,179.2814650107175,11.990351168302974,11.205091563169844,333.601572118603,356.9805723986808,0.9345090403015887,1591.734375
bf16,sdpa,4,128,32,384.4768829876557,362.87393638243276,12.01490259336424,11.339810511951024,332.9198858598468,352.739580241169,0.9438121053277564,1630.30078125
bf16,sdpa,4,128,64,765.5788306922963,741.290183349823,11.96216922956713,11.582659114840984,334.387511431716,345.34384206082325,0.9682741392933899,1706.2578125
bf16,sdpa,4,512,16,196.75385571705797,473.1035513492922,12.297115982316123,29.568971959330764,325.2795212920007,135.27693845770526,2.404545261006926,3411.9404296875
bf16,sdpa,4,512,32,387.9993920369695,954.391348718976,12.124981001155296,29.824729647468,329.89742413772615,134.11689048921804,2.4597753715759416,3450.1884765625
bf16,sdpa,4,512,64,774.0438729912663,1973.6802889965475,12.094435515488536,30.838754515571054,330.7306070529267,129.70692438244632,2.54983000042275,3526.162109375
