dtype,attn_implementation,batch_size,prompt_len,decode_len,prefill_ms,decode_ms,ttft_est_ms,tpot_ms,decode_tokens_per_s,max_memory_mib
bf16,eager,1,128,32,14.05387204916527,397.701458268178,26.48204262004583,12.428170570880562,80.46236526098369,1069.591796875
bf16,eager,1,128,128,14.006908323305348,1591.0265813193594,26.436803489862843,12.429895166557495,80.45120144621089,1070.716796875
bf16,eager,1,1024,32,29.38514497751991,395.25004763466615,41.73670896610323,12.351563988583317,80.9614070675026,1878.88671875
bf16,eager,1,1024,128,30.804171692579985,1574.985322697709,43.10874452615584,12.304572833575852,81.27059862421801,1880.01171875
bf16,eager,4,128,32,15.61513104631255,415.8243500084306,28.609641984076006,12.994510937763456,307.8222812045636,1416.14453125
bf16,eager,4,128,128,18.796436294602852,1657.3447103146464,31.744441843936027,12.948005549333175,308.92788736918646,1420.64453125
bf16,eager,4,1024,32,126.65927165653557,416.3281033203627,139.6695248852969,13.010253228761334,307.44981897487844,4690.0576171875
bf16,eager,4,1024,128,128.7095849402249,1633.342921345805,141.47007651323898,12.760491573014102,313.4675476342309,4693.171875
