mode,delay,samples,first_action_mae,first_action_mse,first4_mae,first4_mse,chunk_mae,chunk_mse
sync,0,34,0.09669803849914495,0.020193454687935573,0.09807497449219227,0.0215102866607006,0.1277824019027107,0.03975993044920923
sync,4,34,0.0934508629143238,0.01942868876468503,0.09435776903322249,0.019600737049724117,0.1243237778544426,0.03844574515736013
sync,8,34,0.10197849413662245,0.025759973083481644,0.10475364282275691,0.027977870092868354,0.12630843100222675,0.03929212280887772
