mode,delay,samples,first_action_mae,first_action_mse,first4_mae,first4_mse,chunk_mae,chunk_mse
vlash,0,34,0.06380173353040043,0.00949975177697043,0.06626710065585725,0.01108959988992223,0.09666769151740215,0.02621341124176979
vlash,4,34,0.05821897778095621,0.006543050008600183,0.058426994435263405,0.006929730624313269,0.08752771754833785,0.023050465959716927
vlash,8,34,0.05764750289646062,0.008314863133074885,0.05970195963075667,0.009712791904651871,0.08453384611868497,0.02004966085466246
